Ax_RS,Ay_RS,Az_RS,Gx_RS,Gy_RS,Gz_RS,Ax_RA,Ay_RA,Az_RA,Gx_RA,Gy_RA,Gz_RA,Ax_RT,Ay_RT,Az_RT,Gx_RT,Gy_RT,Gz_RT,Ax_LT,Ay_LT,Az_LT,Gx_LT,Gy_LT,Gz_LT,Ax_LA,Ay_LA,Az_LA,Gx_LA,Gy_LA,Gz_LA,Ax_LS,Ay_LS,Az_LS,Gx_LS,Gy_LS,Gz_LS
-0.06,0.26,0.90,-9.79,7.87,-160.89,-0.29,-0.10,1.20,-50.74,62.18,142.46,0.01,0.10,1.13,-9.20,9.42,40.68,0.07,0.01,0.88,-10.02,4.07,14.39,0.00,0.04,0.86,0.11,-0.66,20.27,0.00,0.02,0.84,-8.71,7.73,22.18
-0.05,0.27,0.91,-9.42,9.44,-160.61,-0.28,-0.12,1.18,-51.81,61.20,142.04,0.01,0.08,1.12,-6.09,10.12,38.92,0.07,0.00,0.87,-9.15,4.19,14.98,-0.00,0.04,0.87,-0.10,-1.04,20.12,-0.00,0.01,0.84,-7.82,7.50,22.08
-0.04,0.28,0.93,-7.83,11.06,-160.24,-0.27,-0.13,1.16,-51.24,60.50,142.73,0.02,0.09,1.11,-3.92,9.82,37.19,0.06,0.01,0.87,-8.39,4.11,15.70,-0.01,0.05,0.87,-0.52,-1.28,19.88,0.00,0.00,0.83,-7.22,6.92,21.84
-0.03,0.28,0.93,-5.53,11.82,-159.78,-0.27,-0.12,1.14,-49.15,59.44,143.40,0.04,0.08,1.10,-1.66,9.80,35.19,0.06,0.01,0.88,-7.69,4.21,16.33,-0.00,0.04,0.86,-0.66,-1.78,19.54,-0.00,-0.00,0.84,-6.69,6.46,21.70
-0.03,0.27,0.93,-3.36,12.88,-159.40,-0.26,-0.13,1.11,-46.44,58.15,144.14,0.04,0.09,1.09,-0.60,10.27,33.00,0.05,0.01,0.89,-7.47,4.26,16.69,-0.00,0.04,0.86,-1.02,-2.11,19.25,-0.01,0.01,0.84,-6.11,5.73,21.70
-0.02,0.28,0.92,-1.22,13.44,-159.34,-0.25,-0.13,1.09,-43.28,57.03,145.12,0.04,0.09,1.09,0.76,9.94,30.60,0.05,0.02,0.89,-7.05,4.35,17.10,-0.01,0.05,0.86,-1.37,-2.48,19.08,-0.00,0.02,0.84,-6.03,5.08,21.73
-0.01,0.27,0.94,1.07,14.02,-159.04,-0.24,-0.14,1.09,-39.62,55.76,146.00,0.05,0.10,1.08,2.21,10.34,28.19,0.05,0.01,0.89,-6.76,4.11,17.21,-0.01,0.06,0.85,-2.26,-3.02,18.95,-0.00,0.02,0.82,-6.46,4.67,21.50
0.00,0.25,0.95,4.24,14.09,-158.55,-0.25,-0.15,1.07,-36.77,54.91,146.46,0.07,0.10,1.08,4.20,11.08,25.06,0.06,0.02,0.89,-6.81,3.79,17.20,-0.00,0.05,0.85,-2.86,-3.57,18.79,-0.01,0.02,0.82,-6.34,3.85,21.56
0.01,0.23,0.93,6.90,14.91,-157.78,-0.23,-0.15,1.07,-32.92,54.35,147.11,0.08,0.09,1.08,5.78,10.82,22.09,0.06,0.02,0.88,-7.61,3.67,16.80,0.00,0.05,0.85,-3.24,-3.79,18.66,0.00,0.02,0.82,-7.22,3.73,21.37
0.01,0.22,0.95,9.08,15.28,-157.27,-0.24,-0.14,1.07,-29.04,53.49,147.43,0.09,0.09,1.08,7.67,10.84,19.05,0.06,0.02,0.88,-8.40,3.50,16.43,-0.00,0.05,0.85,-4.02,-4.35,18.48,-0.01,0.02,0.82,-8.06,3.49,21.33
0.01,0.21,0.95,11.56,15.44,-156.42,-0.23,-0.14,1.07,-25.50,52.33,147.66,0.09,0.09,1.08,8.06,10.71,15.80,0.06,0.02,0.87,-9.03,3.48,15.92,-0.00,0.05,0.85,-4.59,-4.78,18.21,-0.01,0.02,0.83,-9.27,2.94,20.87
0.00,0.19,0.95,13.84,16.15,-155.12,-0.24,-0.14,1.08,-22.55,51.55,147.75,0.09,0.10,1.08,8.61,10.90,12.83,0.06,0.02,0.88,-9.77,3.53,15.31,0.00,0.06,0.86,-5.02,-5.21,18.08,-0.00,0.02,0.83,-9.83,2.55,21.13
0.00,0.18,0.95,15.68,16.40,-154.21,-0.25,-0.14,1.08,-19.92,51.15,147.64,0.11,0.09,1.09,8.58,11.39,10.33,0.06,0.02,0.90,-10.49,3.78,14.69,0.01,0.06,0.86,-5.52,-5.28,18.05,0.00,0.00,0.83,-10.31,2.60,21.18
-0.00,0.16,0.94,18.31,16.21,-153.00,-0.26,-0.13,1.10,-15.91,50.04,147.56,0.11,0.08,1.08,8.45,10.66,7.57,0.06,0.02,0.90,-11.60,3.36,14.23,0.01,0.05,0.86,-6.17,-5.92,18.15,0.01,-0.00,0.85,-11.71,2.56,20.95
-0.01,0.15,0.94,20.11,16.45,-151.35,-0.28,-0.13,1.11,-12.73,48.64,147.07,0.11,0.08,1.08,7.57,10.24,4.40,0.05,0.02,0.92,-12.60,2.82,13.60,0.01,0.05,0.86,-6.34,-6.08,18.25,0.02,-0.01,0.86,-12.32,1.54,21.21
-0.02,0.13,0.92,21.75,16.74,-149.79,-0.28,-0.11,1.14,-11.01,47.14,145.68,0.11,0.08,1.07,5.60,9.64,1.50,0.05,0.02,0.92,-13.68,2.82,12.69,0.00,0.06,0.88,-6.37,-6.53,18.06,0.01,-0.01,0.85,-12.96,1.30,21.52
-0.03,0.12,0.94,22.22,16.97,-148.15,-0.29,-0.10,1.16,-10.25,46.40,144.44,0.12,0.08,1.08,4.48,9.27,-1.62,0.04,0.01,0.93,-14.93,2.66,12.02,0.01,0.06,0.87,-6.60,-6.90,18.57,0.01,-0.03,0.86,-13.31,1.53,21.78
-0.04,0.08,0.94,22.28,17.69,-145.95,-0.30,-0.09,1.19,-9.85,44.49,142.60,0.13,0.09,1.07,3.08,8.49,-3.92,0.04,0.00,0.91,-16.51,2.50,11.00,0.00,0.06,0.87,-6.64,-7.17,18.76,0.01,-0.03,0.86,-14.19,1.54,22.02
-0.05,0.05,0.95,21.69,18.18,-143.78,-0.31,-0.08,1.20,-9.60,42.93,141.51,0.12,0.10,1.06,1.19,7.50,-6.73,0.04,0.00,0.92,-18.11,2.40,10.35,0.01,0.05,0.87,-6.74,-7.17,19.02,0.00,-0.04,0.87,-14.65,0.88,22.27
-0.04,0.02,0.95,20.05,18.33,-141.80,-0.31,-0.06,1.21,-11.44,41.24,138.84,0.13,0.11,1.06,-0.70,6.63,-9.60,0.03,-0.00,0.92,-19.69,1.85,9.15,0.01,0.05,0.87,-6.84,-7.34,19.24,0.01,-0.03,0.86,-14.82,0.65,22.52
-0.04,-0.03,0.94,17.58,18.34,-139.75,-0.31,-0.09,1.21,-13.89,40.10,135.62,0.13,0.13,1.06,-1.59,6.16,-11.76,0.04,-0.01,0.93,-20.95,1.57,8.07,0.01,0.05,0.87,-6.44,-7.65,19.60,0.01,-0.02,0.86,-15.15,0.34,22.68
-0.03,-0.06,0.91,14.21,18.36,-137.19,-0.30,-0.10,1.22,-16.57,38.90,132.60,0.14,0.16,1.05,-2.86,6.00,-14.27,0.04,-0.01,0.92,-22.19,1.16,7.04,0.01,0.06,0.88,-6.78,-8.05,19.85,0.01,-0.02,0.85,-15.70,0.43,23.05
-0.01,-0.09,0.89,9.92,18.22,-134.95,-0.28,-0.13,1.20,-22.08,38.03,128.32,0.14,0.19,1.06,-4.34,5.98,-16.11,0.05,-0.01,0.91,-23.05,0.69,5.85,0.01,0.06,0.87,-6.95,-8.26,20.09,0.01,-0.02,0.86,-15.96,0.11,23.25
-0.00,-0.11,0.87,3.69,18.27,-132.45,-0.28,-0.15,1.19,-28.35,38.71,123.48,0.13,0.22,1.06,-5.30,6.57,-17.53,0.05,-0.01,0.92,-23.56,0.56,5.18,0.01,0.06,0.87,-6.62,-8.46,20.21,0.00,-0.01,0.86,-16.30,-0.19,23.52
0.00,-0.11,0.86,-4.10,17.81,-129.48,-0.27,-0.19,1.18,-33.13,38.39,118.66,0.14,0.24,1.07,-6.51,6.19,-19.03,0.04,-0.01,0.91,-23.85,0.31,4.69,0.01,0.06,0.87,-6.54,-8.50,20.33,0.01,-0.01,0.87,-16.82,-0.53,23.73
0.01,-0.14,0.88,-11.31,16.50,-126.03,-0.26,-0.23,1.19,-36.21,38.04,113.15,0.13,0.27,1.08,-8.14,6.73,-19.71,0.05,-0.01,0.93,-24.09,0.08,4.32,0.01,0.08,0.88,-6.50,-8.40,20.67,0.01,-0.00,0.87,-16.89,-0.38,23.79
0.03,-0.16,0.88,-16.80,15.09,-121.72,-0.26,-0.24,1.18,-39.37,37.23,108.34,0.12,0.30,1.08,-10.15,6.73,-20.61,0.05,-0.01,0.92,-24.40,-0.25,3.96,0.01,0.08,0.89,-6.33,-8.73,20.77,0.01,0.00,0.88,-16.92,-0.82,24.05
0.03,-0.16,0.87,-21.43,14.60,-116.78,-0.24,-0.24,1.17,-42.22,36.69,102.36,0.12,0.33,1.09,-12.71,6.65,-21.05,0.05,0.00,0.92,-24.66,-0.30,4.03,0.01,0.08,0.88,-5.92,-8.97,20.94,0.02,0.01,0.88,-16.70,-1.00,24.48
0.05,-0.15,0.86,-25.77,14.15,-111.24,-0.23,-0.27,1.17,-44.57,35.50,96.35,0.10,0.34,1.11,-14.95,6.76,-20.85,0.05,0.02,0.94,-24.79,-0.48,3.82,0.02,0.08,0.88,-5.95,-8.97,21.06,0.02,0.01,0.87,-16.37,-1.15,24.56
0.05,-0.15,0.88,-29.13,13.11,-105.08,-0.21,-0.30,1.18,-45.31,34.29,90.38,0.09,0.36,1.11,-18.63,7.52,-20.56,0.04,0.02,0.93,-25.28,-0.83,3.64,0.02,0.08,0.89,-5.81,-9.21,21.15,0.02,0.02,0.88,-16.15,-1.27,24.72
0.06,-0.14,0.87,-31.36,11.73,-98.60,-0.20,-0.34,1.17,-45.98,32.52,83.47,0.08,0.38,1.12,-23.11,7.95,-19.93,0.05,0.03,0.93,-25.98,-1.32,3.27,0.01,0.10,0.88,-5.91,-9.40,21.56,0.02,0.02,0.87,-15.92,-1.23,25.01
0.07,-0.14,0.86,-32.68,10.90,-92.53,-0.18,-0.39,1.17,-46.43,31.20,76.45,0.07,0.37,1.14,-28.24,8.27,-19.69,0.05,0.03,0.93,-26.53,-1.81,3.06,0.02,0.08,0.89,-6.03,-9.71,21.43,0.01,0.03,0.87,-15.37,-1.37,25.34
0.08,-0.14,0.86,-33.51,10.41,-85.31,-0.17,-0.41,1.17,-44.27,29.89,69.90,0.06,0.38,1.16,-33.69,8.46,-19.23,0.05,0.03,0.93,-26.97,-2.20,2.66,0.01,0.09,0.88,-6.19,-10.05,21.75,0.01,0.04,0.85,-15.37,-1.78,25.58
0.10,-0.13,0.87,-33.64,9.21,-78.11,-0.16,-0.45,1.16,-42.55,27.88,62.08,0.05,0.38,1.18,-39.11,7.94,-19.58,0.05,0.03,0.93,-27.18,-2.48,2.65,0.01,0.08,0.88,-6.42,-10.18,21.65,0.02,0.04,0.87,-15.40,-2.29,25.58
0.09,-0.13,0.88,-33.42,7.82,-70.27,-0.14,-0.48,1.16,-40.95,25.33,54.37,0.04,0.39,1.19,-43.55,7.27,-19.79,0.05,0.03,0.93,-27.40,-2.72,2.44,0.01,0.10,0.87,-6.69,-10.27,21.58,0.01,0.05,0.85,-15.64,-2.55,25.78
0.10,-0.14,0.89,-32.39,6.58,-62.54,-0.13,-0.51,1.16,-37.73,23.43,47.02,0.04,0.39,1.18,-46.53,7.00,-19.76,0.05,0.04,0.92,-27.66,-2.73,2.27,0.00,0.10,0.88,-6.98,-10.50,21.82,0.01,0.06,0.86,-15.85,-2.85,25.46
0.10,-0.14,0.90,-30.63,4.76,-54.40,-0.14,-0.53,1.15,-33.50,20.45,39.23,0.03,0.38,1.19,-48.81,6.66,-20.09,0.05,0.03,0.92,-27.59,-2.91,2.16,-0.00,0.09,0.89,-7.46,-11.02,21.66,0.00,0.06,0.86,-15.85,-3.32,25.52
0.10,-0.14,0.91,-28.21,3.45,-46.07,-0.13,-0.53,1.15,-29.42,17.86,31.39,0.03,0.38,1.20,-50.25,6.38,-20.51,0.05,0.03,0.91,-27.60,-3.16,2.10,-0.00,0.10,0.89,-7.50,-11.14,21.82,0.00,0.06,0.84,-16.30,-3.60,25.63
0.11,-0.14,0.92,-25.67,2.33,-37.39,-0.12,-0.52,1.16,-25.84,15.01,23.65,0.02,0.37,1.21,-50.02,5.87,-21.03,0.05,0.02,0.91,-27.83,-3.11,1.76,0.00,0.09,0.88,-7.90,-11.38,21.66,0.00,0.05,0.86,-16.95,-3.68,25.72
0.10,-0.14,0.94,-23.97,0.92,-28.87,-0.12,-0.52,1.16,-22.29,11.85,16.33,0.02,0.37,1.21,-49.16,5.41,-21.33,0.05,0.02,0.90,-28.03,-3.12,1.76,0.00,0.10,0.87,-8.11,-11.63,21.81,0.00,0.05,0.85,-17.50,-3.82,25.73
0.10,-0.14,0.94,-22.17,-0.52,-20.80,-0.12,-0.51,1.17,-20.46,9.05,8.17,0.01,0.36,1.22,-48.40,5.34,-21.79,0.05,0.01,0.90,-28.03,-3.39,1.81,0.01,0.10,0.88,-8.16,-11.87,21.92,0.01,0.05,0.85,-17.56,-4.12,25.51
0.09,-0.15,0.94,-20.79,-1.94,-12.43,-0.12,-0.51,1.17,-18.49,6.81,0.18,0.02,0.36,1.21,-46.13,5.67,-21.80,0.06,0.01,0.91,-28.03,-3.85,2.03,0.00,0.11,0.88,-8.27,-12.36,21.72,0.01,0.05,0.84,-17.41,-4.04,25.85
0.10,-0.14,0.94,-20.18,-3.49,-4.75,-0.10,-0.50,1.16,-16.61,4.04,-7.35,0.03,0.35,1.20,-43.11,6.31,-21.60,0.05,0.00,0.90,-27.95,-4.08,2.29,0.00,0.11,0.89,-8.61,-12.60,21.76,0.02,0.04,0.85,-17.47,-4.26,25.95
0.10,-0.14,0.94,-20.26,-4.92,2.73,-0.09,-0.49,1.16,-15.80,2.00,-14.80,0.04,0.33,1.18,-39.34,7.05,-21.31,0.06,-0.00,0.90,-27.96,-3.93,2.44,0.01,0.11,0.89,-8.90,-13.04,22.09,0.01,0.04,0.85,-17.34,-4.47,26.42
0.11,-0.13,0.96,-21.08,-6.79,9.90,-0.08,-0.47,1.15,-16.12,-0.12,-22.33,0.05,0.31,1.18,-34.96,7.87,-20.89,0.06,-0.01,0.90,-27.57,-4.24,2.50,-0.00,0.11,0.89,-9.08,-13.40,22.32,0.01,0.04,0.84,-17.57,-5.08,26.86
0.11,-0.12,0.97,-22.36,-8.54,16.31,-0.07,-0.43,1.15,-16.94,-2.17,-29.03,0.06,0.29,1.15,-29.75,8.24,-20.88,0.06,-0.01,0.89,-27.50,-4.34,2.53,0.00,0.11,0.89,-8.99,-13.83,22.66,0.01,0.04,0.84,-17.41,-5.38,27.10
0.10,-0.11,0.98,-23.82,-10.15,22.78,-0.07,-0.40,1.13,-17.76,-4.53,-36.08,0.07,0.26,1.13,-24.38,9.30,-20.92,0.06,-0.01,0.89,-27.45,-4.53,2.62,-0.00,0.12,0.89,-9.29,-14.60,22.75,0.01,0.04,0.83,-17.84,-5.56,27.52
0.10,-0.10,1.00,-26.69,-11.52,28.50,-0.07,-0.41,1.12,-18.59,-6.46,-42.44,0.09,0.23,1.11,-19.19,11.21,-21.24,0.06,-0.01,0.88,-27.35,-4.69,2.66,-0.00,0.12,0.89,-9.37,-15.21,22.89,0.01,0.03,0.84,-17.86,-6.07,27.85
0.09,-0.09,1.01,-30.01,-12.60,33.98,-0.06,-0.39,1.09,-19.13,-7.53,-48.59,0.10,0.21,1.08,-13.82,13.90,-22.08,0.07,-0.02,0.87,-27.35,-4.79,2.76,0.00,0.12,0.89,-9.67,-15.90,23.24,0.00,0.04,0.84,-17.83,-6.51,28.24
0.07,-0.08,1.02,-33.53,-14.01,38.57,-0.04,-0.37,1.03,-18.74,-7.29,-54.33,0.09,0.18,1.06,-9.47,16.61,-22.94,0.07,-0.02,0.87,-27.11,-5.10,2.67,-0.00,0.12,0.90,-10.03,-16.46,23.50,0.01,0.03,0.84,-17.95,-6.98,28.66
0.07,-0.05,1.02,-36.43,-15.56,42.35,-0.02,-0.24,0.95,-15.98,-6.62,-57.30,0.09,0.15,1.05,-5.82,19.05,-24.22,0.07,-0.02,0.88,-26.92,-5.40,3.03,-0.01,0.12,0.89,-10.46,-17.27,23.70,0.01,0.03,0.82,-18.13,-7.36,29.18
0.06,-0.01,1.02,-38.55,-16.64,45.15,0.00,0.01,0.90,-12.63,-7.22,-58.56,0.08,0.12,1.03,-2.33,21.90,-25.67,0.07,-0.03,0.86,-26.93,-5.53,2.85,-0.00,0.12,0.91,-10.36,-17.90,24.42,0.00,0.03,0.83,-17.74,-7.79,29.69
0.04,0.03,1.04,-38.81,-18.03,46.17,0.06,0.29,0.81,-9.82,-7.04,-56.14,0.07,0.09,1.02,0.11,24.58,-27.90,0.07,-0.03,0.86,-26.66,-5.90,2.82,-0.01,0.13,0.89,-10.74,-18.75,24.82,0.00,0.02,0.82,-17.52,-8.16,30.37
-0.02,0.04,1.02,-35.92,-19.18,44.82,0.12,0.79,0.59,-3.64,-4.85,-48.45,0.05,0.05,1.01,1.73,26.79,-30.56,0.07,-0.03,0.86,-26.32,-5.79,2.63,-0.01,0.12,0.89,-10.88,-19.71,25.28,-0.00,0.02,0.82,-17.46,-8.75,30.91
-0.09,0.02,0.99,-29.71,-19.77,39.75,0.16,1.36,0.43,4.83,-1.91,-35.05,0.03,-0.01,1.01,2.80,28.40,-33.85,0.08,-0.03,0.85,-25.80,-6.10,2.50,-0.03,0.11,0.89,-10.92,-20.66,25.74,-0.01,0.01,0.80,-17.47,-9.23,31.37
-0.18,-0.04,0.93,-21.76,-19.16,30.85,0.12,1.91,0.46,13.56,-1.87,-14.81,-0.01,-0.06,0.97,3.83,29.27,-38.57,0.07,-0.04,0.85,-24.91,-6.06,2.51,-0.04,0.11,0.89,-10.66,-21.85,26.08,-0.02,0.01,0.79,-17.12,-9.88,32.14
-0.25,-0.17,0.88,-8.98,-18.29,20.09,0.08,1.88,0.70,14.56,-2.98,1.88,-0.09,-0.14,0.91,5.39,30.46,-44.66,0.08,-0.04,0.84,-24.52,-5.60,2.46,-0.06,0.11,0.88,-10.46,-23.25,26.64,-0.03,0.00,0.77,-16.56,-10.56,32.58
-0.26,-0.29,0.80,10.05,-15.26,9.03,0.02,1.15,1.03,11.02,0.96,9.45,-0.18,-0.20,0.86,7.76,32.35,-51.50,0.08,-0.03,0.85,-24.24,-4.40,2.28,-0.08,0.11,0.87,-10.46,-24.72,27.15,-0.05,-0.00,0.75,-15.73,-11.18,33.01
-0.25,-0.46,0.66,30.81,-11.25,-4.34,-0.02,0.51,1.18,21.20,8.46,11.80,-0.27,-0.28,0.85,8.83,33.17,-58.60,0.07,-0.03,0.83,-23.76,-3.09,1.97,-0.07,0.13,0.86,-11.25,-25.39,27.54,-0.06,-0.01,0.76,-15.17,-11.38,33.62
-0.12,-0.53,0.55,36.82,-6.84,-16.08,-0.08,0.12,1.23,33.16,12.82,11.86,-0.29,-0.32,0.91,7.54,30.40,-63.81,0.07,-0.03,0.83,-22.83,-1.77,1.50,-0.05,0.14,0.85,-12.08,-26.37,28.33,-0.05,-0.00,0.78,-14.72,-11.82,34.12
0.04,-0.54,0.54,23.90,-1.99,-20.68,-0.10,-0.05,1.18,36.73,11.16,6.36,-0.28,-0.29,1.05,4.58,22.85,-65.85,0.07,-0.03,0.83,-21.43,-1.33,1.10,-0.03,0.14,0.86,-12.77,-27.18,28.66,-0.03,0.02,0.80,-14.60,-12.58,34.81
0.19,-0.52,0.64,1.15,-2.66,-19.40,-0.08,-0.12,1.11,34.68,9.64,-3.15,-0.24,-0.19,1.18,-0.18,10.82,-64.04,0.07,-0.02,0.83,-20.66,-1.29,0.02,-0.02,0.16,0.87,-13.74,-27.93,29.49,-0.01,0.04,0.81,-14.55,-13.17,35.32
0.24,-0.52,0.72,-17.71,-7.27,-13.74,-0.08,-0.08,1.03,27.98,7.57,-15.27,-0.24,-0.02,1.35,-5.77,-4.36,-60.26,0.07,-0.02,0.87,-19.53,-1.32,-0.89,-0.02,0.15,0.89,-14.80,-28.68,29.85,0.00,0.06,0.84,-14.95,-13.27,36.16
0.22,-0.49,0.81,-27.91,-12.08,-5.20,-0.06,0.03,0.99,15.44,3.87,-25.20,-0.25,0.13,1.48,-11.78,-20.82,-54.90,0.06,-0.02,0.86,-18.61,-1.38,-1.78,-0.03,0.16,0.92,-15.95,-29.56,30.15,0.00,0.06,0.86,-15.55,-13.08,36.84
0.15,-0.45,0.89,-28.72,-15.40,4.94,-0.03,0.17,0.98,5.13,3.82,-29.46,-0.24,0.31,1.54,-15.49,-34.09,-48.25,0.04,-0.02,0.89,-17.36,-1.08,-2.47,-0.03,0.17,0.92,-16.95,-29.81,30.85,-0.01,0.06,0.89,-15.97,-13.18,37.75
0.06,-0.38,0.98,-21.35,-17.27,14.19,-0.02,0.31,0.98,-0.68,4.86,-30.25,-0.20,0.53,1.54,-15.02,-41.34,-40.69,0.02,-0.01,0.90,-16.47,-1.02,-3.22,-0.04,0.19,0.93,-18.47,-29.79,31.44,-0.01,0.07,0.91,-16.37,-13.25,38.65
0.00,-0.34,0.98,-11.21,-17.27,20.45,-0.01,0.44,0.95,-5.91,6.58,-28.20,-0.13,0.63,1.47,-6.84,-39.11,-32.76,-0.01,-0.00,0.93,-16.05,-1.68,-3.92,-0.06,0.16,0.96,-19.76,-30.56,31.97,-0.03,0.08,0.94,-16.81,-13.59,39.53
-0.02,-0.31,0.89,-3.04,-14.44,22.95,-0.01,0.45,0.94,-11.45,10.35,-26.82,-0.04,0.70,1.34,-0.31,-28.79,-24.76,-0.02,0.01,0.94,-15.63,-2.63,-4.69,-0.06,0.17,0.97,-20.02,-30.19,32.50,-0.04,0.09,0.96,-16.67,-14.15,40.60
-0.01,-0.31,0.85,1.16,-11.18,22.27,-0.00,0.40,0.95,-14.63,14.52,-25.89,0.03,0.67,1.22,2.06,-14.85,-18.12,-0.04,0.01,0.94,-14.97,-4.28,-5.08,-0.07,0.20,0.94,-20.32,-28.75,33.31,-0.04,0.09,0.97,-16.21,-14.76,41.43
0.03,-0.32,0.83,-0.89,-9.15,19.19,-0.00,0.32,0.96,-14.44,17.99,-26.31,0.08,0.51,1.07,4.66,2.30,-15.35,-0.05,0.02,0.94,-14.09,-5.29,-5.34,-0.07,0.22,0.89,-21.47,-27.15,34.93,-0.04,0.09,1.00,-16.95,-14.68,42.18
0.06,-0.35,0.80,-11.66,-8.54,15.18,0.01,0.25,0.91,-15.00,21.38,-28.76,0.09,0.37,0.96,7.05,18.67,-15.99,-0.07,0.02,0.98,-13.37,-6.81,-6.11,-0.06,0.17,0.84,-22.40,-25.98,35.23,-0.02,0.12,0.96,-18.79,-13.44,42.79
0.11,-0.38,0.80,-27.85,-10.35,11.38,0.03,0.23,0.87,-16.73,24.70,-31.56,0.07,0.20,0.87,8.67,31.25,-19.11,-0.07,0.03,0.99,-12.45,-8.60,-6.35,-0.05,0.17,0.82,-24.06,-24.93,35.60,-0.02,0.15,0.94,-19.28,-11.63,43.06
0.12,-0.44,0.84,-43.61,-13.89,8.60,0.05,0.26,0.83,-19.56,25.26,-35.35,0.03,0.11,0.82,10.44,38.41,-24.63,-0.08,0.02,0.99,-11.89,-9.53,-6.38,-0.06,0.16,0.81,-26.66,-24.48,35.03,-0.02,0.17,0.92,-20.50,-10.82,42.71
0.12,-0.45,0.89,-55.40,-16.64,7.76,0.05,0.32,0.82,-22.34,24.74,-37.49,-0.02,0.05,0.84,14.82,40.13,-30.50,-0.07,0.04,0.95,-11.33,-9.11,-6.34,-0.06,0.17,0.84,-29.45,-24.43,34.43,-0.03,0.20,0.89,-22.11,-9.86,41.96
0.08,-0.46,0.95,-59.67,-17.51,8.06,0.06,0.32,0.81,-28.13,23.27,-40.26,-0.05,0.04,0.90,18.84,36.56,-36.79,-0.07,0.04,0.94,-10.92,-8.67,-6.81,-0.09,0.19,0.88,-32.48,-25.31,33.92,-0.04,0.21,0.86,-24.16,-8.56,41.20
0.04,-0.46,1.02,-55.52,-17.58,9.04,0.05,0.29,0.80,-31.45,24.31,-41.44,-0.07,0.05,0.98,22.00,27.57,-39.95,-0.06,0.05,0.91,-10.80,-7.88,-7.24,-0.11,0.20,0.93,-35.23,-26.52,33.89,-0.07,0.22,0.87,-26.60,-8.12,40.25
0.01,-0.42,1.08,-45.28,-17.59,11.09,0.03,0.25,0.76,-33.65,24.09,-42.30,-0.08,0.09,1.07,24.47,15.35,-41.15,-0.06,0.05,0.88,-11.27,-7.08,-7.91,-0.13,0.21,0.98,-37.43,-27.53,33.69,-0.10,0.22,0.88,-28.76,-8.26,39.85
-0.02,-0.36,1.12,-31.85,-15.89,13.77,0.00,0.18,0.77,-30.94,22.28,-41.55,-0.06,0.12,1.13,27.35,3.90,-39.23,-0.06,0.06,0.88,-12.34,-6.41,-8.79,-0.14,0.19,1.01,-39.25,-28.48,34.18,-0.11,0.20,0.92,-30.34,-9.02,39.63
-0.02,-0.26,1.15,-21.74,-15.31,16.36,0.01,0.12,0.74,-21.63,18.30,-39.65,-0.03,0.14,1.17,30.79,-4.51,-34.88,-0.07,0.06,0.88,-13.11,-7.02,-9.50,-0.15,0.18,1.06,-39.97,-29.26,34.75,-0.13,0.18,0.95,-31.87,-9.79,39.81
-0.01,-0.18,1.14,-14.79,-17.33,19.05,0.01,0.09,0.75,-14.05,14.73,-38.22,0.00,0.14,1.15,35.15,-8.76,-28.40,-0.09,0.05,0.90,-12.39,-8.65,-10.05,-0.14,0.17,1.08,-39.39,-29.34,35.55,-0.13,0.14,0.98,-32.98,-10.37,39.97
0.01,-0.16,1.13,-10.47,-19.84,20.47,0.02,0.10,0.76,-7.14,12.44,-36.65,0.04,0.12,1.13,36.34,-7.63,-23.47,-0.10,0.03,0.91,-11.33,-10.77,-10.74,-0.14,0.15,1.10,-38.66,-29.42,36.09,-0.11,0.11,1.03,-32.82,-10.75,40.40
0.03,-0.17,1.10,-7.95,-21.75,22.06,0.02,0.15,0.78,-1.88,10.85,-35.78,0.04,0.08,1.07,33.02,-2.90,-20.07,-0.10,0.02,0.92,-10.68,-12.62,-11.44,-0.12,0.14,1.11,-36.50,-29.66,36.66,-0.11,0.08,1.07,-31.50,-11.95,41.25
0.02,-0.19,1.07,-7.37,-22.93,22.85,0.05,0.19,0.82,1.28,9.04,-35.47,0.04,-0.02,1.01,30.92,4.94,-18.20,-0.10,0.01,0.94,-9.77,-14.60,-12.52,-0.11,0.14,1.11,-34.02,-30.21,37.67,-0.08,0.05,1.06,-29.70,-12.29,42.31
0.02,-0.22,1.05,-6.85,-24.29,22.71,0.05,0.25,0.85,2.51,9.07,-34.73,0.05,-0.06,0.92,28.42,13.07,-17.57,-0.11,-0.01,0.97,-8.89,-16.58,-13.46,-0.12,0.14,1.13,-31.37,-30.71,38.98,-0.08,0.03,1.06,-28.76,-11.81,43.45
0.01,-0.25,1.04,-6.02,-24.58,22.48,0.04,0.26,0.86,2.21,9.89,-34.02,0.05,-0.08,0.86,24.56,19.05,-18.27,-0.11,-0.03,0.98,-8.08,-18.40,-14.37,-0.11,0.14,1.14,-28.77,-31.21,40.34,-0.08,0.02,1.07,-27.34,-11.86,44.76
0.02,-0.26,1.03,-4.63,-24.47,21.53,0.05,0.27,0.87,1.99,10.78,-33.60,0.06,-0.08,0.82,20.53,22.05,-18.82,-0.11,-0.06,1.00,-7.71,-20.58,-15.65,-0.11,0.15,1.13,-26.53,-31.57,41.66,-0.07,0.01,1.09,-24.82,-12.21,45.92
